,1,2,3,4,5,6,7,8,9,10,11,12
CO,2.245852534562213,3.124638605442176,2.063748079877112,2.063748079877112,2.1285138248847923,2.342083333333333,1.9607142857142856,2.255815018315018,2.4780952380952375,2.3974920634920642,2.742440476190476,2.742440476190476
PM10,197.51612903225808,169.89285714285714,148.7741935483871,148.7741935483871,214.76666666666668,130.43333333333334,170.0,138.1153846153846,185.16666666666666,168.36,178.26666666666668,178.26666666666668
