,1,2,3,4,5,6,7,8,9,10,11,12
CO,0.6693855606758834,0.6310328407224958,209.68225230414743,279.01488095238096,254.09884792626727,210.73154761904763,246.74147465437787,202.6241935483871,263.3672619047619,302.4009216589862,309.2742261904762,304.42165898617515
PM2.5,56.516129032258064,57.44827586206897,11.471666666666668,0.29500000000000004,0.27193548387096766,0.288,0.3832258064516129,0.30870967741935473,0.39333333333333337,0.4138709677419354,0.4150000000000001,0.40482758620689663
PM10,98.06451612903226,104.13793103448276,25.410645161290322,0.6676666666666667,0.5064516129032257,0.44499999999999995,0.5067741935483872,0.5196774193548387,0.588,0.7390322580645162,0.7926666666666666,0.8222580645161292
