,1,2,3,4,5,6,7,8,9,10,11,12
CO,0.484192396313364,0.5363300492610837,0.5242396313364056,0.47358730158730145,0.3969815668202766,0.2626190476190476,0.26278225806451616,0.2814458525345622,0.34428571428571436,0.3764804147465438,0.39699603174603165,0.14350806451612902
PM2.5,42.45161290322581,49.275862068965516,57.516129032258064,48.6,36.0,22.066666666666666,25.161290322580644,28.548387096774192,35.3,33.32258064516129,35.608000000000004,0.1111111111111111
PM10,89.38709677419355,99.41379310344827,105.12903225806451,86.4,69.48387096774194,46.93333333333333,42.58064516129032,51.32258064516129,67.5,75.96774193548387,61.9,33.903225806451616
