,1,2,3,4,5,6,7,8,9,10,11,12
CO,2.879400921658986,2.002678571428571,2.381163594470047,2.232559523809523,2.1635023041474657,2.2530158730158734,1.935983102918586,2.006972789115646,5.4923690476190465,3.194431643625192,3.6200595238095237,3.203859447004608
PM10,149.24137931034483,142.92857142857142,181.8,127.58620689655173,132.43333333333334,112.5,87.0,114.13636363636364,139.25,187.5,192.3,191.6451612903226
