,1,2,3,4,5,6,7,8,9,10,11,12
CO,0.48551267281106,0.5599384236453203,0.4374961597542243,0.408452380952381,0.30036866359447006,0.2719940476190476,0.21118087557603693,0.23747119815668208,0.3040714285714285,1.247215821812596,3.801845238095239,4.967300307219663
PM2.5,37.83870967741935,49.06896551724138,51.064516129032256,46.06666666666667,31.161290322580644,29.2,32.193548387096776,25.35483870967742,36.03333333333333,24.63529411764706,1.6,0.7000000000000001
PM10,69.87096774193549,95.41379310344827,103.51612903225806,92.23333333333333,61.774193548387096,58.8,59.41935483870968,39.96774193548387,86.76666666666667,51.16129032258065,42.06666666666667,31.032258064516128
