,1,2,3,4,5,6,7,8,9,10,11,12
CO,0.5262845622119815,0.519281462585034,0.5336509216589861,0.4593511904761905,0.3812730414746544,0.271375,0.278934331797235,0.28350230414746547,0.33924404761904764,0.40644009216589855,0.4565456349206349,0.5206970046082948
PM2.5,54.87096774193548,58.035714285714285,61.25806451612903,48.3,39.70967741935484,18.866666666666667,25.806451612903224,23.838709677419356,38.172413793103445,35.58064516129032,47.0,53.774193548387096
