,1,2,3,4,5,6,7,8,9,10,11,12
CO,0.5859850230414746,0.5822385204081633,0.6723675115207374,0.7607817460317461,0.5049942396313364,0.582077380952381,0.4563248847926266,0.42804723502304143,0.5041738095238094,0.447044930875576,0.5135714285714286,0.5059504608294932
PM2.5,33.96774193548387,35.642857142857146,36.54838709677419,39.766666666666666,27.322580645161292,25.3,21.870967741935484,27.483870967741936,27.666666666666668,22.741935483870968,24.733333333333334,33.54838709677419
